Year,Reporter Code,Trade Flow Code,Partner Code,Classification,Commodity Code,Quantity Unit Code,Supplementary Quantity,Netweight (kg),Value,Estimation Code
2002,156,2,699,H0,270900,8,65111272,65111272,8175835,0
2002,156,2,702,H0,270900,8,407693056,407693056,51566710,0
2002,156,1,704,H0,270900,8,3542925056,3542925056,697456013,0
2002,156,1,736,H0,270900,8,6425446400,6425446400,1146245262,0
2002,156,1,764,H0,270900,8,739508480,739508480,150952188,0
2002,156,1,826,H0,270900,8,1224949248,1224949248,228033133,0
2002,156,1,842,H0,270900,8,8805,8805,10525,0
2002,156,2,842,H0,270900,8,846336768,846336768,150170489,0
2002,156,1,862,H0,270900,8,10,10,20,0
2002,156,1,887,H0,270900,8,2261716736,2261716736,423688628,0
2002,170,1,0,H0,270900,8,185917166,185917166,29706852,0
2002,170,2,0,H0,270900,8,15725291039,15725291039,2577725215,0
2002,170,1,32,H0,270900,8,133738790,133738790,19809349,0
2002,170,2,44,H0,270900,8,102898089,102898089,18838960,0
2002,170,1,68,H0,270900,8,126,126,422,0
2002,170,1,76,H0,270900,8,4,4,32,0
2002,170,2,76,H0,270900,8,75722493,75722493,12266014,0
2002,170,2,124,H0,270900,8,77040936,77040936,9488089,0
2002,170,1,152,H0,270900,8,6,6,202,0
2002,170,2,192,H0,270900,8,203693490,203693490,35368092,0
2002,170,1,218,H0,270900,8,51938000,51938000,9860268,0
2002,170,2,591,H0,270900,8,427956102,427956102,69167336,0
2002,170,1,604,H0,270900,8,15,15,184,0
2002,170,2,604,H0,270900,8,113139579,113139579,19244739,0
2002,170,2,724,H0,270900,8,346758741,346758741,57727314,0
2002,170,2,780,H0,270900,8,276732939,276732939,42957448,0
2002,170,1,842,H0,270900,8,4685,4685,316,0
2002,170,2,842,H0,270900,8,14101348670,14101348670,2312667223,0
2002,170,1,862,H0,270900,8,235540,235540,36079,0
2002,174,1,0,H0,270900,8,2075,2075,1173,0
2002,174,1,251,H0,270900,8,1075,1075,707,0
2002,174,1,834,H0,270900,8,1000,1000,466,0
2002,188,1,0,H0,270900,7,556777600,478742528,84730304,0
2002,188,1,152,H0,270900,7,35387592,30427852,5390766,0
2002,188,1,842,H0,270900,7,34935,30039,33980,0
2002,188,1,862,H0,270900,7,521355008,448284640,79305536,0
2002,188,1,899,H0,270900,7,23,20,26,0
2002,191,1,0,H0,270900,8,4009451642,4009451642,733074462,0
2002,191,2,0,H0,270900,8,578,578,809,0
2002,191,2,70,H0,270900,8,48,48,344,0
2002,191,1,276,H0,270900,8,15,15,154,0
2002,191,1,643,H0,270900,8,2768420884,2768420884,494187479,0
2002,191,1,705,H0,270900,8,119770,119770,10165,0
2002,191,2,705,H0,270900,8,530,530,465,0
2002,191,1,760,H0,270900,8,1240910951,1240910951,238875225,0
2002,191,1,842,H0,270900,8,22,22,1439,0
2002,192,1,0,H0,270900,8,1391704040,1391704040,269668007,0
2002,192,2,0,H0,270900,8,6020,6020,663,0
2002,192,1,124,H0,270900,8,23,23,1361,0
2002,192,1,170,H0,270900,8,245020679,245020679,49514899,0
2002,192,1,214,H0,270900,8,30,30,1029,0
2002,192,1,381,H0,270900,8,362,362,6085,0
2002,192,1,724,H0,270900,8,40,40,693,0
2002,192,2,724,H0,270900,8,6020,6020,663,0
2002,192,1,862,H0,270900,8,1146682906,1146682906,220143940,0
2002,196,1,0,H0,270900,8,1143655202,1143655202,201162041,6
2002,196,1,643,H0,270900,8,383647008,383647008,65915103,0
2002,196,1,760,H0,270900,8,743518976,743518976,132776576,0
2002,196,1,804,H0,270900,8,16483000,16483000,2469268,0
2002,196,1,826,H0,270900,8,6218,6218,1094,6
2002,203,1,0,H0,270900,8,12163676650,12163676650,2043924287,0
2002,203,2,0,H0,270900,8,282004017,282004017,34332819,0
2002,203,1,12,H0,270900,8,178772696,178772696,31609360,0
2002,203,1,31,H0,270900,8,1878784672,1878784672,342746545,0
2002,203,2,40,H0,270900,8,170385700,170385700,18236483,0
2002,203,1,251,H0,270900,8,4,4,393,0
2002,203,1,276,H0,270900,8,41040,41040,48891,0
2002,203,2,276,H0,270900,8,30,30,140,0
2002,203,1,398,H0,270900,8,24487404,24487404,5162980,0
2002,203,1,434,H0,270900,8,325354544,325354544,52505607,0
2002,203,1,528,H0,270900,8,850,850,3273,0
2002,203,1,579,H0,270900,8,225546792,225546792,37601755,0
2002,203,2,616,H0,270900,8,37506156,37506156,6944635,0
2002,203,1,643,H0,270900,8,8287475892,8287475892,1347643416,0
2002,203,2,703,H0,270900,8,74112131,74112131,9151561,0
2002,203,1,757,H0,270900,8,20,20,880,0
2002,203,1,760,H0,270900,8,1101202408,1101202408,200322124,0
2002,203,1,795,H0,270900,8,142010130,142010130,26278175,0
2002,203,1,826,H0,270900,8,198,198,888,0
2002,208,1,0,H0,270900,8,3408408210,3408408210,658314408,0
2002,208,2,0,H0,270900,8,13138625709,13138625709,2372437701,0
2002,208,2,56,H0,270900,8,246902425,246902425,44853033,0
2002,208,2,124,H0,270900,8,204740324,204740324,37847978,0
2002,208,2,246,H0,270900,8,2796975497,2796975497,502168287,0
2002,208,2,251,H0,270900,8,864891181,864891181,148933857,0
2002,208,1,276,H0,270900,8,1837,1837,1453,0
2002,208,2,276,H0,270900,8,839067134,839067134,157898294,0
2002,208,2,304,H0,270900,8,3062,3062,446,0
2002,208,2,348,H0,270900,8,7838,7838,6531,0
2002,208,2,490,H0,270900,8,2,2,17,0
2002,208,1,528,H0,270900,8,32455000,32455000,5582253,0
2002,208,2,528,H0,270900,8,1985004513,1985004513,352098706,0
2002,208,1,579,H0,270900,8,3331108819,3331108819,644798727,0
2002,208,2,579,H0,270900,8,2365,2365,9803,0
2002,208,2,616,H0,270900,8,22,22,2,0
2002,208,2,620,H0,270900,8,85983597,85983597,14891098,0
2002,208,2,642,H0,270900,8,15,15,111,0
2002,208,1,643,H0,270900,8,36278888,36278888,6281826,0
2002,208,2,703,H0,270900,8,48,48,409,0
2002,208,2,724,H0,270900,8,172198271,172198271,26638317,0
2002,208,1,752,H0,270900,8,76,76,328,0
2002,208,2,752,H0,270900,8,3378728844,3378728844,622815857,0
2002,208,1,826,H0,270900,8,8563590,8563590,1649822,0
2002,208,2,826,H0,270900,8,1219855503,1219855503,219022141,0
2002,208,2,842,H0,270900,8,1344265068,1344265068,245252814,0
2002,218,1,0,H0,270900,7,124,107,744,0
2002,218,2,0,H0,270900,7,13705990144,11785029632,1838495488,0
2002,218,2,156,H0,270900,7,42181600,36269648,5867296,0
2002,218,2,222,H0,270900,7,578098368,497075136,73325784,0
2002,218,2,388,H0,270900,7,396335584,340787264,60345272,0
2002,218,2,392,H0,270900,7,110533480,95041688,14782886,0
2002,218,2,410,H0,270900,7,2317997056,1993118592,295075008,0
2002,218,2,558,H0,270900,7,61580604,52949788,7970858,0
2002,218,2,591,H0,270900,7,793538944,682320704,96320976,0
2002,218,2,600,H0,270900,7,19518884,16783218,3294719,0
2002,218,2,604,H0,270900,7,2150771200,1849330304,291961824,0
2002,218,1,842,H0,270900,7,104,89,623,0
2002,218,2,842,H0,270900,7,6962957824,5987065856,949429696,0
2002,218,1,899,H0,270900,7,21,18,121,0
2002,218,2,899,H0,270900,7,272476448,234287568,40121220,0
2002,222,1,0,H0,270900,8,1035609066,1035609066,175326891,0
2002,222,1,218,H0,270900,8,769184103,769184103,119406244,0
2002,222,1,320,H0,270900,8,73672,73672,7439,0
2002,222,1,484,H0,270900,8,104108978,104108978,19381929,0
2002,222,1,530,H0,270900,8,57070283,57070283,13416861,0
2002,222,1,604,H0,270900,8,56977374,56977374,10775440,0
2002,222,1,780,H0,270900,8,2408047,2408047,712622,0
2002,222,1,842,H0,270900,8,25879759,25879759,7619597,0
2002,222,1,862,H0,270900,8,19906850,19906850,4006759,0
2002,231,1,0,H0,270900,7,470,404,4975,0
2002,231,2,0,H0,270900,7,2181,1875,2067,0
2002,231,2,262,H0,270900,7,2181,1875,2067,0
2002,231,1,381,H0,270900,7,463,398,4926,0
2002,231,1,899,H0,270900,7,7,6,49,0
2002,233,1,0,H0,270900,8,109169520,109169520,15963091,0
2002,233,2,0,H0,270900,8,109083672,109083672,15920820,0
2002,233,2,196,H0,270900,8,7500000,7500000,1094536,0
2002,233,2,208,H0,270900,8,74027196,74027196,11023535,0
2002,233,2,246,H0,270900,8,2662584,2662584,518843,0
2002,233,1,579,H0,270900,8,3,3,996,0
2002,233,2,579,H0,270900,8,24893892,24893892,3283906,0
2002,233,1,643,H0,270900,8,109169517,109169517,15962095,0
2002,234,1,0,H0,270900,8,392,392,652,0
2002,234,1,208,H0,270900,8,386,386,604,0
2002,234,1,276,H0,270900,8,6,6,48,0
2002,242,1,0,H0,270900,7,3270,2812,4533,0
2002,242,1,36,H0,270900,7,3270,2812,4533,0
2002,246,1,0,H0,270900,8,11894706264,11894706264,2173094498,0
2002,246,2,0,H0,270900,8,215,215,1154,0
2002,246,1,208,H0,270900,8,2710477080,2710477080,491686413,0
2002,246,1,276,H0,270900,8,78468042,78468042,13826344,0
2002,246,1,398,H0,270900,8,655608624,655608624,123450001,0
2002,246,1,428,H0,270900,8,10536860,10536860,2088646,0
2002,246,1,440,H0,270900,8,51550583,51550583,10107593,0
2002,246,1,579,H0,270900,8,1798840641,1798840641,345457054,0
2002,246,1,643,H0,270900,8,6418701173,6418701173,1158575139,0
2002,246,2,643,H0,270900,8,215,215,1154,0
2002,246,1,757,H0,270900,8,1,1,687,0
2002,246,1,826,H0,270900,8,170523260,170523260,27902620,0
2002,251,1,0,H0,270900,8,80589843300,80589843300,14734204785,0
2002,251,2,0,H0,270900,8,90923720,90923720,13298380,6
2002,251,4,0,H0,270900,8,100,100,944,0
2002,251,1,12,H0,270900,8,4373347500,4373347500,872848363,0
2002,251,1,24,H0,270900,8,3552617000,3552617000,634961806,0
2002,251,1,31,H0,270900,8,686839000,686839000,135045030,0
2002,251,2,40,H0,270900,8,80200,80200,276617,0
2002,251,1,56,H0,270900,8,68100,68100,76437,0
2002,251,1,76,H0,270900,8,206410000,206410000,29497072,0
2002,251,2,76,H0,270900,8,3000,3000,6609,0
2002,251,1,120,H0,270900,8,605987000,605987000,95848028,0
2002,251,1,124,H0,270900,8,4300,4300,944,0
2002,251,1,178,H0,270900,8,585175200,585175200,89138571,0
2002,251,1,180,H0,270900,8,182833000,182833000,30952203,0
2002,251,1,208,H0,270900,8,615078100,615078100,112028103,0
2002,251,1,226,H0,270900,8,471123000,471123000,84590107,0
2002,251,1,251,H0,270900,8,100,100,944,0
2002,251,4,251,H0,270900,8,100,100,944,0
2002,251,1,266,H0,270900,8,471589000,471589000,68299623,0
2002,251,2,266,H0,270900,8,25820,25820,3776,6
2002,251,1,268,H0,270900,8,75493000,75493000,12491290,0
2002,251,1,276,H0,270900,8,24850000,24850000,3882237,0
2002,251,2,276,H0,270900,8,10000200,10000200,1957088,0
2002,251,1,364,H0,270900,8,4102356000,4102356000,718100557,0
2002,251,1,368,H0,270900,8,4374545300,4374545300,745026143,0
2002,251,1,381,H0,270900,8,29855900,29855900,5596876,0
2002,251,2,381,H0,270900,8,14400,14400,25490,0
2002,251,1,398,H0,270900,8,2328257500,2328257500,458371936,0
2002,251,1,414,H0,270900,8,1469557000,1469557000,247237331,0
2002,251,1,434,H0,270900,8,1603471000,1603471000,303880807,0
2002,251,1,440,H0,270900,8,195540000,195540000,35947021,0
2002,251,1,484,H0,270900,8,109555000,109555000,17536122,0
2002,251,2,504,H0,270900,8,41300,41300,20770,0
2002,251,1,528,H0,270900,8,32612400,32612400,6329159,0
2002,251,2,528,H0,270900,8,2600,2600,944,0
2002,251,1,566,H0,270900,8,4687781200,4687781200,855306579,0
2002,251,1,579,H0,270900,8,16438168000,16438168000,3116529241,0
2002,251,1,616,H0,270900,8,9690000,9690000,1797681,0
2002,251,1,643,H0,270900,8,10906576500,10906576500,1950170002,0
2002,251,1,682,H0,270900,8,10713929000,10713929000,1887375720,0
2002,251,1,702,H0,270900,8,1100,1100,1887,0
2002,251,1,724,H0,270900,8,112200,112200,99085,0
2002,251,1,760,H0,270900,8,2384016000,2384016000,427246098,0
2002,251,2,780,H0,270900,8,3100,3100,2832,0
2002,251,1,784,H0,270900,8,500,500,944,0
2002,251,1,788,H0,270900,8,663845000,663845000,130175720,0
2002,251,1,795,H0,270900,8,28116000,28116000,5805425,0
2002,251,1,804,H0,270900,8,105917000,105917000,17855081,0
2002,251,1,818,H0,270900,8,33923000,33923000,7677656,0
2002,251,1,826,H0,270900,8,8028748400,8028748400,1525129248,0
2002,251,2,826,H0,270900,8,80752000,80752000,11003310,0
2002,251,1,842,H0,270900,8,11200,11200,1887,0
2002,251,2,842,H0,270900,8,1100,1100,944,0
2002,251,1,862,H0,270900,8,491843800,491843800,101345818,0
2002,266,2,0,H0,270900,7,13104806626,11268105439,1970239749,0
2002,266,2,24,H0,270900,7,18799095,16164312,2736302,0
2002,266,2,36,H0,270900,7,106714771,91758187,15247105,0
2002,266,2,76,H0,270900,7,307031128,263999250,57983283,0
2002,266,2,178,H0,270900,7,29,25,762,0
2002,266,2,251,H0,270900,7,537097387,461820625,72334491,0
2002,266,2,324,H0,270900,7,181,156,967,0
2002,266,2,352,H0,270900,7,302028410,259697687,47430219,0
2002,266,2,384,H0,270900,7,81807165,70341500,11232821,0
2002,266,2,392,H0,270900,7,169739269,145949500,24660073,0
2002,266,2,410,H0,270900,7,165966278,142705312,23665240,0
2002,266,2,458,H0,270900,7,71072093,61111000,9486613,0
2002,266,2,528,H0,270900,7,64142067,55152250,7503529,0
2002,266,2,566,H0,270900,7,162153310,139426750,23624203,0
2002,266,2,686,H0,270900,7,28408941,24427292,4136545,0
2002,266,2,699,H0,270900,7,522806879,449533000,75688044,0
2002,266,2,702,H0,270900,7,412152081,354387000,56471213,0
2002,266,2,710,H0,270900,7,329728963,283515875,47502547,0
2002,266,2,757,H0,270900,7,310905298,267330437,39601372,0
2002,266,2,780,H0,270900,7,272427734,234245687,35125514,0
2002,266,2,842,H0,270900,7,9241825439,7946539500,1415808767,0
2002,266,2,899,H0,270900,7,109,94,139,0
2002,268,1,0,H0,270900,8,3609990,3609990,384817,0
2002,268,2,0,H0,270900,8,50933042,50933042,6528448,0
2002,268,2,292,H0,270900,8,12692508,12692508,1779893,0
2002,268,1,364,H0,270900,8,201330,201330,38253,0
2002,268,1,643,H0,270900,8,383894,383894,32721,0
2002,268,2,757,H0,270900,8,18421648,18421648,2527938,0
2002,268,2,792,H0,270900,8,19818886,19818886,2220617,0
2002,268,1,795,H0,270900,8,3024766,3024766,313843,0
2002,270,1,0,H0,270900,8,5776,5776,4444,0
2002,270,1,276,H0,270900,8,360,360,289,0
2002,270,1,826,H0,270900,8,5416,5416,4155,0
2002,276,1,0,H0,270900,8,1.04504E+11,1.04504E+11,18852063000,0
2002,276,2,0,H0,270900,8,668279478,668279478,121259000,6
2002,276,1,12,H0,270900,8,4017880100,4017880100,816552000,0
2002,276,1,24,H0,270900,8,1185174200,1185174200,202090000,0
2002,276,1,31,H0,270900,8,1428816500,1428816500,262091000,0
2002,276,1,40,H0,270900,8,1667000,1667000,235000,0
2002,276,2,40,H0,270900,8,1400,1400,8000,6
2002,276,1,56,H0,270900,8,4800,4800,10000,0
2002,276,2,56,H0,270900,8,11378600,11378600,2236000,6
2002,276,1,76,H0,270900,8,31910000,31910000,5928000,0
2002,276,1,120,H0,270900,8,128699000,128699000,25473000,0
2002,276,1,178,H0,270900,8,773118100,773118100,136801000,0
2002,276,2,203,H0,270900,8,11022,11022,2000,6
2002,276,1,208,H0,270900,8,2700271200,2700271200,471425000,0
2002,276,1,251,H0,270900,8,63397700,63397700,7846000,0
2002,276,2,251,H0,270900,8,165103900,165103900,31573000,6
2002,276,1,364,H0,270900,8,62972300,62972300,11008000,0
2002,276,1,368,H0,270900,8,42504300,42504300,4908000,0
2002,276,1,381,H0,270900,8,23000000,23000000,9957000,0
2002,276,2,381,H0,270900,8,100,100,3000,6
2002,276,1,398,H0,270900,8,5079504300,5079504300,987120000,0
2002,276,1,414,H0,270900,8,237657300,237657300,39460000,0
2002,276,1,434,H0,270900,8,7886714900,7886714900,1484455000,0
2002,276,1,440,H0,270900,8,17248500,17248500,3054000,0
2002,276,2,442,H0,270900,8,300,300,3000,6
2002,276,1,528,H0,270900,8,736004600,736004600,134872000,0
2002,276,2,528,H0,270900,8,1400,1400,6000,6
2002,276,1,566,H0,270900,8,2498464000,2498464000,471829000,0
2002,276,1,579,H0,270900,8,20925003100,20925003100,3956858000,0
2002,276,1,616,H0,270900,8,92628300,92628300,17507000,0
2002,276,2,616,H0,270900,8,11022,11022,2000,6
2002,276,1,643,H0,270900,8,31353721500,31353721500,5314350000,0
2002,276,1,682,H0,270900,8,3496053900,3496053900,600248000,0
2002,276,2,724,H0,270900,8,5511,5511,1000,6
2002,276,2,757,H0,270900,8,6200,6200,10000,6
2002,276,1,760,H0,270900,8,6707204300,6707204300,1173039000,0
2002,276,1,788,H0,270900,8,340260700,340260700,59139000,0
2002,276,2,788,H0,270900,8,5511,5511,1000,6
2002,276,1,795,H0,270900,8,60399000,60399000,11536000,0
2002,276,1,826,H0,270900,8,13805818700,13805818700,2530295000,0
2002,276,2,826,H0,270900,8,158886000,158886000,27253000,6
2002,276,2,842,H0,270900,8,332863000,332863000,60160000,6
2002,276,2,860,H0,270900,8,5511,5511,1000,6
2002,276,1,862,H0,270900,8,808105800,808105800,113977000,0
2002,288,1,0,H0,270900,7,373483363,321137887,151114143,0
2002,288,1,466,H0,270900,7,4652,4000,2025,0
2002,288,1,566,H0,270900,7,373437701,321098625,151095258,0
2002,288,1,854,H0,270900,7,40936,35199,16304,0
2002,288,1,899,H0,270900,7,74,63,556,0
2002,300,1,0,H0,270900,8,18653051774,18653051774,3247110846,0
2002,300,2,0,H0,270900,8,3700,3700,214,0
2002,300,1,251,H0,270900,8,87565,87565,150079,0
2002,300,1,268,H0,270900,8,68430224,68430224,10675990,0
2002,300,1,276,H0,270900,8,50300,50300,48572,0
2002,300,1,364,H0,270900,8,2635868635,2635868635,443659501,0
2002,300,1,368,H0,270900,8,636875706,636875706,114123676,0
2002,300,1,381,H0,270900,8,901,901,1453,0
2002,300,1,398,H0,270900,8,623040172,623040172,105480263,0
2002,300,1,434,H0,270900,8,1202867009,1202867009,207201097,0
2002,300,1,528,H0,270900,8,400,400,1229,0
2002,300,1,643,H0,270900,8,7606269160,7606269160,1352438805,0
2002,300,1,682,H0,270900,8,4873960722,4873960722,840042801,0
2002,300,1,724,H0,270900,8,10455,10455,11142,0
2002,300,1,792,H0,270900,8,207327904,207327904,35316506,0
2002,300,2,792,H0,270900,8,3700,3700,214,0
2002,300,1,795,H0,270900,8,2508528,2508528,338358,0
2002,300,1,804,H0,270900,8,429623522,429623522,76002228,0
2002,300,1,818,H0,270900,8,283569799,283569799,46528544,0
2002,300,1,826,H0,270900,8,3060,3060,4136,0
2002,300,1,842,H0,270900,8,82557712,82557712,15086464,0
2002,304,1,0,H0,270900,8,3062,3062,501,0
2002,304,1,208,H0,270900,8,3062,3062,501,0
2002,320,1,0,H0,270900,7,635878080,546756736,103640856,0
2002,320,2,0,H0,270900,7,1494960512,1285434752,149392992,0
2002,320,2,222,H0,270900,7,7358737,6327375,437056,0
2002,320,1,484,H0,270900,7,199622,171644,43270,0
2002,320,1,558,H0,270900,7,31637,27203,17632,0
2002,320,1,842,H0,270900,7,635646720,546557824,103579536,0
2002,320,2,842,H0,270900,7,1487601792,1279107328,148955904,0
2002,320,1,899,H0,270900,7,79,68,417,0
2002,320,2,899,H0,270900,7,47,40,39,0
2002,328,1,0,H0,270900,7,754,648,1555,0
2002,328,1,842,H0,270900,7,754,648,1555,0
2002,340,1,0,H0,270900,8,10809963,10809963,2967788,0
2002,340,2,0,H0,270900,8,80730,80730,13925,0
2002,340,2,558,H0,270900,8,80730,80730,13925,0
2002,340,1,842,H0,270900,8,10809963,10809963,2967788,0
2002,348,1,0,H0,270900,8,5029813900,5029813900,834651000,0
2002,348,1,643,H0,270900,8,5026290700,5026290700,833998000,0
2002,348,1,705,H0,270900,8,908100,908100,163000,0
2002,348,1,891,H0,270900,8,2615100,2615100,490000,0
2002,352,1,0,H0,270900,8,71,71,1305,0
2002,352,1,276,H0,270900,8,60,60,836,0
2002,352,1,826,H0,270900,8,11,11,469,0
2002,360,1,0,H0,270900,8,15880010000,15880010000,3216856004,0
2002,360,2,0,H0,270900,8,29054355675,29054355675,5227594133,0
2002,360,1,12,H0,270900,8,714548000,714548000,153206288,0
2002,360,1,36,H0,270900,8,85158000,85158000,14861546,0
2002,360,2,36,H0,270900,8,4486524000,4486524000,805812628,0
2002,360,1,96,H0,270900,8,170394000,170394000,32868499,0
2002,360,1,156,H0,270900,8,1024560000,1024560000,204566143,0
2002,360,2,156,H0,270900,8,2909898000,2909898000,520522425,0
2002,360,1,178,H0,270900,8,125697000,125697000,24129076,0
2002,360,2,344,H0,270900,8,40696000,40696000,8050233,0
2002,360,1,368,H0,270900,8,538909000,538909000,102481198,0
2002,360,2,392,H0,270900,8,8385000000,8385000000,1571966394,0
2002,360,1,410,H0,270900,8,272772000,272772000,56791970,0
2002,360,2,410,H0,270900,8,5912190000,5912190000,1026154167,0
2002,360,1,422,H0,270900,8,128693000,128693000,32975322,0
2002,360,1,458,H0,270900,8,915506000,915506000,182378179,0
2002,360,2,458,H0,270900,8,534870000,534870000,95281537,0
2002,360,2,490,H0,270900,8,950056000,950056000,168025277,0
2002,360,2,554,H0,270900,8,100363000,100363000,17970623,0
2002,360,1,566,H0,270900,8,5607023000,5607023000,1130685597,0
2002,360,1,586,H0,270900,8,195903000,195903000,39656886,0
2002,360,1,598,H0,270900,8,243140000,243140000,47511284,0
2002,360,2,608,H0,270900,8,55323000,55323000,8198553,0
2002,360,2,626,H0,270900,8,16675,16675,4488,0
2002,360,1,646,H0,270900,8,252383000,252383000,58821864,0
2002,360,1,682,H0,270900,8,4268142000,4268142000,873846624,0
2002,360,2,699,H0,270900,8,92033000,92033000,14138035,0
2002,360,2,702,H0,270900,8,1934228000,1934228000,345982645,0
2002,360,1,704,H0,270900,8,536384000,536384000,103190584,0
2002,360,2,704,H0,270900,8,73581000,73581000,12778865,0
2002,360,1,764,H0,270900,8,543247000,543247000,104727863,0
2002,360,2,764,H0,270900,8,1364834000,1364834000,251647821,0
2002,360,2,792,H0,270900,8,33705000,33705000,5837500,0
2002,360,2,842,H0,270900,8,2181038000,2181038000,375222942,0
2002,360,1,887,H0,270900,8,257551000,257551000,54157081,0
2002,364,1,0,H0,270900,8,9295,9295,10446,0
2002,364,2,0,H0,270900,8,1.04036E+11,1.04036E+11,19219000000,0
2002,364,2,251,H0,270900,8,3791542328,3791542328,700424962,0
2002,364,2,276,H0,270900,8,64600328,64600328,11933846,0
2002,364,2,381,H0,270900,8,9391893840,9391893840,1734997612,0
2002,364,2,392,H0,270900,8,26361903080,26361903080,4869927159,0
2002,364,2,473,H0,270900,8,1739239600,1739239600,321295854,0
2002,364,2,490,H0,270900,8,33418246600,33418246600,6173470338,0
2002,364,2,528,H0,270900,8,1505684568,1505684568,278150411,0
2002,364,2,568,H0,270900,8,21800126072,21800126072,4027214033,0
2002,364,2,577,H0,270900,8,5963107200,5963107200,1101585785,0
2002,364,1,757,H0,270900,8,70,70,1826,0
2002,364,1,784,H0,270900,8,9225,9225,8620,0
2002,372,1,0,H0,270900,8,1112655960,1112655960,270112975,0
2002,372,2,0,H0,270900,8,115167895,115167895,17633051,0
2002,372,1,56,H0,270900,8,71126,71126,10629,0
2002,372,2,124,H0,270900,8,57480200,57480200,7932270,0
2002,372,1,208,H0,270900,8,183681,183681,18989,0
2002,372,1,276,H0,270900,8,155969,155969,16256,0
2002,372,1,381,H0,270900,8,177864,177864,25356,0
2002,372,2,504,H0,270900,8,2250,2250,254,0
2002,372,1,579,H0,270900,8,1105246568,1105246568,268943007,0
2002,372,2,579,H0,270900,8,27350000,27350000,4276923,0
2002,372,1,826,H0,270900,8,6820752,6820752,1098738,0
2002,372,2,826,H0,270900,8,325445,325445,49178,0
2002,372,2,842,H0,270900,8,30010000,30010000,5374425,0
2002,376,1,0,H0,270900,1,,,1649027000,0
2002,376,2,0,H0,270900,1,,,434000,0
2002,376,2,300,H0,270900,1,,,10000,0
2002,376,2,348,H0,270900,1,,,53000,0
2002,376,2,470,H0,270900,1,,,8000,0
2002,376,2,642,H0,270900,1,,,294000,0
2002,376,2,792,H0,270900,1,,,69000,0
2002,376,1,899,H0,270900,1,,,1649027000,0
2002,381,1,0,H0,270900,8,81031804080,81031804080,14338023869,0
2002,381,2,0,H0,270900,8,892850230,892850230,138091039,0
2002,381,1,12,H0,270900,8,2625148995,2625148995,525237955,0
2002,381,1,24,H0,270900,8,1479623108,1479623108,279935303,0
2002,381,1,31,H0,270900,8,2126531456,2126531456,404622891,0
2002,381,1,40,H0,270900,8,505,505,103,0
2002,381,1,56,H0,270900,8,2106,2106,430,0
2002,381,1,76,H0,270900,8,83288155,83288155,13987946,0
2002,381,1,120,H0,270900,8,1169260730,1169260730,188048639,0
2002,381,1,178,H0,270900,8,160685003,160685003,29995066,0
2002,381,1,192,H0,270900,8,3653147,3653147,660614,0
2002,381,1,222,H0,270900,8,9307360,9307360,1713928,0
2002,381,1,226,H0,270900,8,128934695,128934695,22618963,0
2002,381,1,251,H0,270900,8,1829,1829,373,0
2002,381,2,251,H0,270900,8,211799347,211799347,35217821,0
2002,381,1,276,H0,270900,8,56910,56910,39855,0
2002,381,2,276,H0,270900,8,115842027,115842027,11667285,0
2002,381,1,324,H0,270900,8,130007194,130007194,20190689,0
2002,381,1,364,H0,270900,8,9270758608,9270758608,1576441693,0
2002,381,1,368,H0,270900,8,2790866022,2790866022,473814314,0
2002,381,2,372,H0,270900,8,2038,2038,256,0
2002,381,1,398,H0,270900,8,2621312581,2621312581,469821624,0
2002,381,1,434,H0,270900,8,20278043626,20278043626,3717433394,0
2002,381,1,484,H0,270900,8,80635193,80635193,14030386,0
2002,381,1,528,H0,270900,8,11986,11986,2935,0
2002,381,2,528,H0,270900,8,858,858,108,0
2002,381,1,566,H0,270900,8,1699399373,1699399373,290592191,0
2002,381,1,579,H0,270900,8,4795861999,4795861999,857315627,0
2002,381,1,642,H0,270900,8,11776428,11776428,1819704,0
2002,381,1,643,H0,270900,8,13534060911,13534060911,2337981853,0
2002,381,1,682,H0,270900,8,8383807049,8383807049,1467118470,0
2002,381,2,724,H0,270900,8,84755149,84755149,8918541,0
2002,381,1,736,H0,270900,8,306986787,306986787,51732241,0
2002,381,1,760,H0,270900,8,4895871355,4895871355,858812831,0
2002,381,1,788,H0,270900,8,310389453,310389453,51471977,0
2002,381,1,792,H0,270900,8,17935064,17935064,3382490,0
2002,381,2,792,H0,270900,8,480448089,480448089,82286686,0
2002,381,1,795,H0,270900,8,57592,57592,8627,0
2002,381,1,804,H0,270900,8,134765323,134765323,24265095,0
2002,381,1,818,H0,270900,8,3133683179,3133683179,513987614,0
2002,381,1,826,H0,270900,8,810261229,810261229,134706366,0
2002,381,2,826,H0,270900,8,2722,2722,342,0
2002,381,1,862,H0,270900,8,30970510,30970510,4991811,0
2002,381,1,899,H0,270900,8,7848619,7848619,1239871,0
2002,384,1,0,H0,270900,7,2762411520,2375246336,419223392,0
2002,384,2,0,H0,270900,7,592419968,509389472,90897184,0
2002,384,1,12,H0,270900,7,100513584,86426128,19556880,0
2002,384,1,76,H0,270900,7,53390916,45907924,7521307,0
2002,384,1,251,H0,270900,7,1807883,1554500,909797,0
2002,384,1,266,H0,270900,7,65202824,56064336,9161270,0
2002,384,1,288,H0,270900,7,4896138,4209921,652833,0
2002,384,1,434,H0,270900,7,142332592,122384000,22434738,0
