Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,17395466768,,17395466768,,12170679055,,,6
H4,2014,2014,2014,6,1,2,Export,752,Sweden,SWE,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,701496,,701496,,944574,,,6
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,24,Angola,AGO,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,72655000,,72655000,,59172279,,,0
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,36,Australia,AUS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,209,,209,,146,,,6
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,56,Belgium,BEL,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,22000,,22000,,28190,,,0
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,68,Bolivia (Plurinational State of),BOL,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,209,,209,,146,,,6
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,156,China,CHN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,2714,,2714,,1899,,,6
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,170,Colombia,COL,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,209,,209,,146,,,6
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,208,Denmark,DNK,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,33915000,,33915000,,23404096,,,0
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,246,Finland,FIN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,31000,,31000,,22640,,,0
H4,2014,2014,2014,6,1,2,Export,752,Sweden,SWE,246,Finland,FIN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,109,,109,,146,,,6
H4,2014,2014,2014,6,1,2,Export,752,Sweden,SWE,251,France,FRA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,698000,,698000,,939752,,,0
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,276,Germany,DEU,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,7044,,7044,,4966,,,6
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,368,Iraq,IRQ,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,144255000,,144255000,,61611852,,,0
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,566,Nigeria,NGA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,2241535000,,2241535000,,1625072693,,,0
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,579,Norway,NOR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,3174228505,,3174228505,,2372345644,,,6
H4,2014,2014,2014,6,1,2,Export,752,Sweden,SWE,579,Norway,NOR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,2062,,2062,,2776,,,6
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,634,Qatar,QAT,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,418,,418,,292,,,6
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,643,Russian Federation,RUS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,8575552000,,8575552000,,5862860246,,,0
H4,2014,2014,2014,6,1,2,Export,752,Sweden,SWE,643,Russian Federation,RUS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,109,,109,,146,,,6
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,710,South Africa,ZAF,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,418,,418,,292,,,6
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,764,Thailand,THA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,209,,209,,146,,,6
H4,2014,2014,2014,6,1,2,Export,752,Sweden,SWE,764,Thailand,THA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,109,,109,,146,,,6
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,826,United Kingdom,GBR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,1970160000,,1970160000,,1501478424,,,0
H4,2014,2014,2014,6,1,2,Export,752,Sweden,SWE,826,United Kingdom,GBR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,109,,109,,146,,,6
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,834,United Rep. of Tanzania,TZA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,209,,209,,146,,,6
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,842,USA,USA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,626,,626,,438,,,6
H4,2014,2014,2014,6,1,2,Export,752,Sweden,SWE,842,USA,USA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,1000,,1000,,1461,,,0
H4,2014,2014,2014,6,1,1,Import,752,Sweden,SWE,862,Venezuela,VEN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,1183101000,,1183101000,,664674373,,,0
