Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H2,2002,2002,2002,6,1,1,Import,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,,,106876905542,,106876905542,,19200267097,,,0
H2,2002,2002,2002,6,1,2,Export,410,Rep. of Korea,KOR,0,World,WLD,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,,,517,,517,,2356,,,0
H2,2002,2002,2002,6,1,1,Import,410,Rep. of Korea,KOR,24,Angola,AGO,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,,,917849000,,917849000,,177708586,,,0
H2,2002,2002,2002,6,1,1,Import,410,Rep. of Korea,KOR,32,Argentina,ARG,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,,,686731419,,686731419,,101685084,,,0
H2,2002,2002,2002,6,1,1,Import,410,Rep. of Korea,KOR,36,Australia,AUS,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,,,4365377243,,4365377243,,892256284,,,0
H2,2002,2002,2002,6,1,1,Import,410,Rep. of Korea,KOR,76,Brazil,BRA,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,,,212171270,,212171270,,38396207,,,0
H2,2002,2002,2002,6,1,1,Import,410,Rep. of Korea,KOR,96,Brunei Darussalam,BRN,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,,,1523069000,,1523069000,,270803897,,,0
H2,2002,2002,2002,6,1,1,Import,410,Rep. of Korea,KOR,104,Myanmar,MMR,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,,,144413270,,144413270,,28881140,,,0
H2,2002,2002,2002,6,1,1,Import,410,Rep. of Korea,KOR,124,Canada,CAN,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,,,138178485,,138178485,,22537636,,,0
H2,2002,2002,2002,6,1,1,Import,410,Rep. of Korea,KOR,156,China,CHN,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,,,589443773,,589443773,,97105595,,,0
H2,2002,2002,2002,6,1,1,Import,410,Rep. of Korea,KOR,178,Congo,COG,,,,,,,,270900,"Petroleum oils & oils obt. from bituminous mins., crude",8,Weight in kilograms,,,2822834550,,2822834550,,507237038,,,0
