Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2013,2013,2013,6,1,1,Import,208,Denmark,DNK,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,4402910878,,4402910878,,3684969568,,,0
H4,2013,2013,2013,6,1,2,Export,208,Denmark,DNK,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,6000227511,,6000227511,,4915105470,,,0
H4,2013,2013,2013,6,1,1,Import,208,Denmark,DNK,12,Algeria,DZA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,52783000,,52783000,,43342072,,,0
H4,2013,2013,2013,6,1,1,Import,208,Denmark,DNK,124,Canada,CAN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,134638965,,134638965,,107477534,,,0
H4,2013,2013,2013,6,1,2,Export,208,Denmark,DNK,246,Finland,FIN,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,503698956,,503698956,,417714216,,,0
H4,2013,2013,2013,6,1,2,Export,208,Denmark,DNK,251,France,FRA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,62894767,,62894767,,52305823,,,0
H4,2013,2013,2013,6,1,2,Export,208,Denmark,DNK,276,Germany,DEU,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,509847629,,509847629,,414676728,,,0
H4,2013,2013,2013,6,1,2,Export,208,Denmark,DNK,372,Ireland,IRL,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,251011120,,251011120,,209916266,,,0
H4,2013,2013,2013,6,1,1,Import,208,Denmark,DNK,434,Libya,LBY,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,162831258,,162831258,,136815814,,,0
H4,2013,2013,2013,6,1,2,Export,208,Denmark,DNK,528,Netherlands,NLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,896658617,,896658617,,753404959,,,0
H4,2013,2013,2013,6,1,1,Import,208,Denmark,DNK,554,New Zealand,NZL,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,1,,1,,299,,,0
H4,2013,2013,2013,6,1,1,Import,208,Denmark,DNK,566,Nigeria,NGA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,1001553461,,1001553461,,804134728,,,0
H4,2013,2013,2013,6,1,1,Import,208,Denmark,DNK,579,Norway,NOR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,2758405993,,2758405993,,2352093994,,,0
H4,2013,2013,2013,6,1,2,Export,208,Denmark,DNK,579,Norway,NOR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,463,,463,,2,,,0
H4,2013,2013,2013,6,1,1,Import,208,Denmark,DNK,634,Qatar,QAT,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,15,,15,,26,,,0
H4,2013,2013,2013,6,1,1,Import,208,Denmark,DNK,643,Russian Federation,RUS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,172827070,,172827070,,142516555,,,0
H4,2013,2013,2013,6,1,2,Export,208,Denmark,DNK,752,Sweden,SWE,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,1318660639,,1318660639,,1085796752,,,0
H4,2013,2013,2013,6,1,1,Import,208,Denmark,DNK,826,United Kingdom,GBR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,119871115,,119871115,,98588546,,,0
H4,2013,2013,2013,6,1,2,Export,208,Denmark,DNK,826,United Kingdom,GBR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,2371409813,,2371409813,,1911303680,,,0
H4,2013,2013,2013,6,1,2,Export,208,Denmark,DNK,842,USA,USA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,86045507,,86045507,,69987043,,,0
