Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2016,2016,2016,6,1,1,Import,586,Pakistan,PAK,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,7004870008,,7004870008,,1983026666,,,0
H4,2016,2016,2016,6,1,2,Export,586,Pakistan,PAK,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,244767000,,244767000,,76992339,,,0
H4,2016,2016,2016,6,1,4,Re-Import,586,Pakistan,PAK,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,3000,,3000,,1130,,,0
H4,2016,2016,2016,6,1,2,Export,586,Pakistan,PAK,36,Australia,AUS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,210978000,,210978000,,66027081,,,0
H4,2016,2016,2016,6,1,1,Import,586,Pakistan,PAK,344,"China, Hong Kong SAR",HKG,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,2000,,2000,,858,,,0
H4,2016,2016,2016,6,1,4,Re-Import,586,Pakistan,PAK,344,"China, Hong Kong SAR",HKG,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,2000,,2000,,858,,,0
H4,2016,2016,2016,6,1,1,Import,586,Pakistan,PAK,528,Netherlands,NLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,1000,,1000,,271,,,0
H4,2016,2016,2016,6,1,4,Re-Import,586,Pakistan,PAK,528,Netherlands,NLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,1000,,1000,,271,,,0
H4,2016,2016,2016,6,1,1,Import,586,Pakistan,PAK,634,Qatar,QAT,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,48694000,,48694000,,14175994,,,0
H4,2016,2016,2016,6,1,1,Import,586,Pakistan,PAK,682,Saudi Arabia,SAU,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,3181073920,,3181073920,,869636819,,,0
H4,2016,2016,2016,6,1,2,Export,586,Pakistan,PAK,702,Singapore,SGP,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,33789000,,33789000,,10965258,,,0
H4,2016,2016,2016,6,1,1,Import,586,Pakistan,PAK,784,United Arab Emirates,ARE,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,3775097088,,3775097088,,1099212282,,,0
H4,2016,2016,2016,6,1,1,Import,586,Pakistan,PAK,826,United Kingdom,GBR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,2000,,2000,,441,,,0
