Classification,Year,Period,Period Desc.,Aggregate Level,Is Leaf Code,Trade Flow Code,Trade Flow,Reporter Code,Reporter,Reporter ISO,Partner Code,Partner,Partner ISO,2nd Partner Code,2nd Partner,2nd Partner ISO,Customs Proc. Code,Customs,Mode of Transport Code,Mode of Transport,Commodity Code,Commodity,Qty Unit Code,Qty Unit,Qty,Alt Qty Unit Code,Alt Qty Unit,Alt Qty,Netweight (kg),Gross weight (kg),Trade Value (US$),CIF Trade Value (US$),FOB Trade Value (US$),Flag
H4,2015,2015,2015,6,1,1,Import,191,Croatia,HRV,0,World,WLD,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,2327869690,,2327869690,,932441409,,,0
H4,2015,2015,2015,6,1,1,Import,191,Croatia,HRV,31,Azerbaijan,AZE,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,915225146,,915225146,,391490010,,,0
H4,2015,2015,2015,6,1,1,Import,191,Croatia,HRV,178,Congo,COG,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,120,,120,,937,,,0
H4,2015,2015,2015,6,1,1,Import,191,Croatia,HRV,368,Iraq,IRQ,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,394602990,,394602990,,140165428,,,0
H4,2015,2015,2015,6,1,1,Import,191,Croatia,HRV,434,Libya,LBY,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,87797091,,87797091,,29743063,,,0
H4,2015,2015,2015,6,1,1,Import,191,Croatia,HRV,566,Nigeria,NGA,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,85223471,,85223471,,38754451,,,0
H4,2015,2015,2015,6,1,1,Import,191,Croatia,HRV,643,Russian Federation,RUS,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,680693089,,680693089,,271633863,,,0
H4,2015,2015,2015,6,1,1,Import,191,Croatia,HRV,682,Saudi Arabia,SAU,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,164327766,,164327766,,60653304,,,0
H4,2015,2015,2015,6,1,1,Import,191,Croatia,HRV,757,Switzerland,CHE,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,2,,2,,51,,,0
H4,2015,2015,2015,6,1,1,Import,191,Croatia,HRV,792,Turkey,TUR,,,,,,,,270900,"Oils; petroleum oils and oils obtained from bituminous minerals, crude",8,Weight in kilograms,,,15,,15,,302,,,0
